did,group,followers_count,total_likes,avg_jump_size,valid_post_count
did:plc:us4rq6sao32xbbszowfdt7lp,OTHER,134,126,1.1048005409060175,1479
did:plc:fofgnprt5tt2ibm5nwakchvw,OTHER,134,421,3.53125,256
did:plc:a3e2ypdxu2ajpf6rh7ytltsv,OTHER,134,46,2.1904761904761907,42
did:plc:p4ymyt7jsd7febms63n5ksvi,OTHER,134,50,2.227272727272727,66
did:plc:uvzfkbzoeombabthvf5fqa6d,OTHER,133,1204,4.438228438228438,429
did:plc:nwroglawneuk5v4gf2itoui7,OTHER,133,159,4.15,60
did:plc:jiq7a6vgklaco5zxxfigssqu,OTHER,133,280,1.38562874251497,835
did:plc:bui3j2h7e23tf2lueenamckf,OTHER,133,346,1.9476635514018688,535
did:plc:kyf7bdwe3pww3q5n6fj5jksi,OTHER,133,276,3.079754601226994,163
did:plc:v5glcpomyjnqogsbdh2szlco,OTHER,133,1094,4.765079365079365,315
did:plc:lytybgcgiwpjthozfxtswhed,OTHER,133,164,1.581025873808443,2203
did:plc:2zgydp7jjw6rhsx4my5745lw,OTHER,133,337,2.611764705882353,425
did:plc:k32m7mut6657mcyr7rmh3wbx,OTHER,133,1929,5.863636363636363,462
did:plc:oebpibtjzybwvyoxtmqgvoiy,OTHER,133,275,4.0,97
did:plc:n7ibpwyxwrlge3ncjgvkp4is,OTHER,133,318,2.236111111111111,288
did:plc:qlucxxgmjeter7tqs4yfl3qz,OTHER,133,172,2.80672268907563,119
did:plc:we5i6yu6t5cr4hfr7q5ttpe5,OTHER,133,28,1.3902439024390243,82
did:plc:c7d3px7zf7qc3alobwokor3u,OTHER,133,17,2.111111111111111,18
did:plc:utmjancxe3gefj2bnv4jbuxx,OTHER,133,77,2.081395348837209,86
did:plc:xlj7pcih3pebornz5s5k6eqy,OTHER,133,212,3.566371681415929,113
did:plc:b3brbz4wb7gubuoh3nnaiiov,OTHER,133,1283,2.5831578947368423,950
did:plc:3dnjizczo4pr4uifesp35w4s,OTHER,133,896,4.277602523659306,317
did:plc:qqjych6m6aq4nyufau5yfvic,OTHER,133,62,2.3035714285714284,56
did:plc:crbwr7vf4fgxtalnwg2rbexj,OTHER,133,84,2.55,60
did:plc:bofbpewhmju6uojlchjh76bu,OTHER,133,145,2.124183006535948,153
did:plc:7evd63l5jpsnti53vffh4upb,OTHER,133,859,2.932710280373832,535
did:plc:ya6aq254jhetgxeiwz722gsl,OTHER,133,784,1.719429857464366,1333
did:plc:ic3emvdz4r2zzrvbr2wr4w6c,OTHER,133,19,1.8928571428571428,28
did:plc:hagz3hdytqpzlab2srollqtk,OTHER,133,126,2.7,90
did:plc:a7aeiq2mymyss7nizjfcropc,OTHER,133,231,6.054545454545455,55
did:plc:5rgxihwteenx7gstljtbcdld,OTHER,133,7,1.3214285714285714,28
did:plc:tsqjma5nq2ucg5cjdcfybg5a,OTHER,133,120,2.0694444444444446,144
did:plc:4m5lpoaxo4faociflrvxhfhm,OTHER,133,60,2.351851851851852,54
did:plc:biu5o2iefrt3hiymf2g3yjqy,OTHER,133,139,3.135802469135802,81
did:plc:cwiyazktnrqt7kptf7gwelxr,OTHER,133,432,3.571428571428572,210
did:plc:b2ltkome3cqbsfiigxx43rlm,OTHER,133,152,16.181818181818183,11
did:plc:jmozt2i4f7db6pk4w4x2ewh7,OTHER,133,3020,3.6669248644461656,1291
did:plc:jkbi4mnzbd47i75lilh4ioqs,OTHER,133,829,8.730434782608695,115
did:plc:62goenped6h57ilrdqbufaft,OTHER,133,192,1.6788079470198676,302
did:plc:ghmjwyxkotp2umrtdfm77ple,OTHER,133,86,3.3043478260869565,46
did:plc:btc2tfwro2ahtgtfhwwtsgx6,OTHER,133,210,2.336206896551724,232
did:plc:ke4l2hczxjgizomhetd6ka7s,OTHER,133,621,3.9570815450643777,233
did:plc:ed6ywwxgcm5h4xg62brfdbez,OTHER,133,964,4.256064690026954,371
did:plc:uoknpmz7krkj6bh53l4qdqtx,OTHER,133,210,3.3577981651376145,109
did:plc:pfshjpn3yhs6dcwbjochama7,OTHER,133,346,2.463157894736842,760
did:plc:5ppqypiwpx2dde7hqalar3kx,OTHER,133,342,2.235294117647059,306
did:plc:hy5h7zycvsc2ca47x2a3prhm,OTHER,133,803,4.423487544483986,281
did:plc:sqgnzohd345cwkof4h2hdvrd,OTHER,133,139,1.6037037037037036,270
did:plc:7x22a4offg5dhdtmd7vlqybo,OTHER,133,26,1.5084745762711864,59
did:plc:le52rjizn7arpsuauejitkxy,OTHER,133,922,4.128415300546448,366
did:plc:m6tapcnvlqynwct644drnnbo,OTHER,133,27,2.4761904761904763,21
did:plc:kg2bky3amrl4m2q3rk6cd7n3,OTHER,133,2194,2.891820580474934,1895
did:plc:gtzdekhbljvcqnqu4rvl3xom,OTHER,133,12,3.4545454545454546,11
did:plc:koruycff7hijf37qgo36dx4v,OTHER,133,8,1.5333333333333334,15
did:plc:rh2zpawwp2mdmulwcmtt2wqv,OTHER,133,285,4.46875,96
did:plc:f4ogcj35jkjoabckxzcmb25i,OTHER,133,515,2.3864077669902914,515
did:plc:viyflrfkprregqlfromi7e4i,OTHER,133,195,4.484375,64
did:plc:olllbd5d5d6dqr2b32xs4k5g,OTHER,133,135,4.727272727272728,44
did:plc:os4wxbhvf523qpme3vshxdam,OTHER,133,138,2.543859649122807,114
did:plc:jlfq5wq6h7tynyctmruzoiju,OTHER,133,573,2.785388127853881,438
did:plc:gsw653f3b253tyg3xl2njjag,OTHER,133,64,2.588235294117647,51
did:plc:txkb7w7ftox5orevtp66laxh,OTHER,133,101,2.3229166666666665,96
did:plc:3d5vstfavmd4pck6k4ptjzo6,OTHER,133,48,2.84375,32
did:plc:7sljfhmi4xnnum72px3nh5ua,OTHER,133,38,3.034482758620689,29
did:plc:z3mmnbof3ew46i3wutka5nfv,OTHER,133,350,2.306413301662708,421
did:plc:eai4uc3m6euwnhe35g4fjppk,OTHER,133,59,1.9673913043478264,92
did:plc:6jp7jhppvsj6fuz5ymd7n55g,OTHER,133,55,2.276923076923077,65
did:plc:b7aj4vckwa4nttenkvruvssi,OTHER,133,14,2.888888888888889,9
did:plc:gdnuiidiqprocibq27cvcyjr,OTHER,133,307,8.674418604651162,43
did:plc:5xk4mdizuvxefd77vmefbfwr,OTHER,132,162,1.6269035532994924,394
did:plc:ijk2urpunqkyvkyd67ns5gnu,OTHER,132,286,1.7333333333333334,420
did:plc:f4thv57peel6i36g5sol4rv6,OTHER,132,106,3.5,50
did:plc:ywsysqqbwbtru65zuukisk74,OTHER,132,106,1.9172413793103449,145
did:plc:4phkf4qmex5ru3kepppfon33,OTHER,132,75,2.7704918032786887,61
did:plc:z7pwbrby7ii7lodbdmw2ezem,OTHER,132,187,3.943661971830986,71
did:plc:vvksqxcby6hvsdsvtwixdaco,OTHER,132,242,4.176470588235294,85
did:plc:4ittipd3hwnekoirjvxeqa6k,OTHER,132,516,3.6875,224
did:plc:wv6gr4jd3ajqvk7frgy52ajt,OTHER,132,732,3.2666666666666666,390
did:plc:z6gmpaw76qyy5fiyv4kfmqpp,OTHER,132,57,3.3793103448275863,29
did:plc:ky73vuec2rq2ir4aylxbihrq,OTHER,132,3414,26.19796954314721,197
did:plc:qwdsepwl5zhfmqziude6qre6,OTHER,132,912,6.336956521739131,184
did:plc:qhscwkttb5zgwkdhh5wbstnf,OTHER,132,65,1.738095238095238,126
did:plc:fcvcvctypi4mcsqt3vbcdj2d,OTHER,132,404,3.3944954128440368,218
did:plc:a7jvj5dspsh4pzpurdbmwc2x,OTHER,132,24,1.5573770491803278,61
did:plc:uvhoewjpqu3qjpvdnn2rj7a7,OTHER,132,95,2.206185567010309,388
did:plc:fvvikfoyofhhuhoecfxadiik,OTHER,132,460,3.900990099009901,202
did:plc:q4g6s2wrnkh6lcjyqcfo2w7m,OTHER,132,2106,4.211895910780669,807
did:plc:4kifzmhmzqhk3xhk3oj2tpey,OTHER,132,1048,2.75560538116592,892
did:plc:zsdj4ybn3pdq6oqwga3naxr6,OTHER,132,517,4.8125,160
did:plc:cdqgxyu3wpbjkidq6ir4kruz,OTHER,132,13,2.7777777777777777,9
did:plc:jrbk3ivxpnhlgh7gezc5orkx,OTHER,132,27,1.0105932203389831,2832
did:plc:oxt5lqvh5w4mauk7mjq73zdt,OTHER,132,44,3.45,20
did:plc:r54f6oazuhyhmmwth5enzib6,OTHER,132,264,1.647597254004577,437
did:plc:dh4fhznyrk7gv7xgxtzzsyk2,OTHER,132,49,3.6,25
did:plc:zqiogrfikc3uwyalrpwslm3o,OTHER,132,431,4.7265625,128
did:plc:uhrkamgsxd2mypb6ozbiqzuy,OTHER,132,15,1.84375,32
did:plc:yeqpwkgltikab4vbupnhrnjn,OTHER,132,149,5.676470588235294,34
did:plc:h7c6wyzjcon26ugqziexutjw,OTHER,132,12,1.0890410958904109,146
did:plc:almftvvspw7pyd34narplq7f,OTHER,132,311,3.846715328467153,137
did:plc:gg5q5fhisuyuuqpcyeznw72x,OTHER,132,185,2.515923566878981,157
did:plc:5halwwo4yo6srr7tr3v2gneq,OTHER,132,240,2.367713004484305,223
did:plc:rbdwq5k3ucsxb7j277vybb3v,OTHER,132,299,4.405940594059406,101
did:plc:ktnzkeer25vlf7ovnfpitiab,OTHER,132,720,3.6453674121405752,313
did:plc:nlgca2f7c4tgxm4cwky6fgq6,OTHER,132,89,2.333333333333333,96
did:plc:qrj6r4mxvue6qt6rev3auvdl,OTHER,132,257,1.9387417218543048,604
did:plc:kymbhg5xcxzjyosrigi4ehao,OTHER,132,65,4.217391304347826,23
did:plc:vidfywh44ld6avkz6a6s3p27,OTHER,132,3818,2.5322706065318816,2572
did:plc:ojpcqhbvc6w4uhhddvyzeb7m,OTHER,132,127,2.5533980582524274,103
did:plc:6s7ojc4glvbmos4klquk3vec,OTHER,132,72,2.420289855072464,69
did:plc:j6tcuawuegh4dnndsnlykrog,OTHER,132,487,6.763440860215054,93
did:plc:amq66rq7th7o7dwsuenvxazx,OTHER,132,217,1.941908713692946,241
did:plc:kbjcw7k2saingyufic6nml6f,OTHER,132,419,3.788235294117647,170
did:plc:j7cc3cta3doeouihzc3j4zq4,OTHER,132,448,9.327272727272728,55
did:plc:pxbmw4ngq7ia4ii6upkvuu5u,OTHER,132,793,2.563679245283019,848
did:plc:wmvelktjk4wztb5ztunzxvqh,OTHER,132,130,3.338709677419355,62
did:plc:ka4z5646qxslu5maa7zzr7px,OTHER,131,43,1.684782608695652,92
did:plc:vdtm3nfyhokzmdu4iwge6csq,OTHER,131,23,1.5319148936170213,47
did:plc:s3uwprzfsdoqt5mecdjekoit,OTHER,131,197,3.1875,112
did:plc:asgcgnvsr7xzj5mhhfdgz6bb,OTHER,131,9,2.0,12
did:plc:ju43p7rfyllx2bd375ksoxcr,OTHER,131,85,2.784313725490196,51
did:plc:7m672ieua5hsl6a7tegqzkky,OTHER,131,69,1.446927374301676,179
did:plc:dpnfop7v6kfvb4h32zpxu4fd,OTHER,131,86,9.2,15
did:plc:bj6mdcabrs7o5ji6mmllkwcl,OTHER,131,307,3.0603015075376883,199
did:plc:ycumbkx3sooeecugnsgcwn2f,OTHER,131,41,1.2573839662447257,237
did:plc:zdolewrbgzjz65c6cz7jrejp,OTHER,131,1143,2.004084411164057,1469
did:plc:vrga73u4teo5vncmryrs6365,OTHER,131,501,1.6232558139534885,860
did:plc:vmiks27otiqrjvl7jscnestq,OTHER,131,723,1.6535685645549318,1247
did:plc:3q54uq6z46vqrz25l3quhexz,OTHER,131,183,2.761904761904762,126
did:plc:6qoujuaswugublcovccxzozo,OTHER,131,161,2.347560975609756,164
did:plc:m7x5wxbzts2564dpzuovulaz,OTHER,131,160,1.9344262295081969,244
did:plc:tix5o7ui3te4cdlw72fhci5n,OTHER,131,536,3.736607142857143,224
did:plc:zd3mzd6c5n42zp6trub4n7ie,OTHER,131,13,1.0153677277716795,911
did:plc:eqqig6ygv2npbv3yh56rcf5n,OTHER,131,111,3.5538461538461537,65
did:plc:rra44pbg4yyptexpwkg3whqv,OTHER,131,437,1.9081920903954803,708
did:plc:giuqdvprggtg3sgvwym7bcnx,OTHER,131,953,3.534117647058824,425
did:plc:gvgfdnzf6y2hwd4hlqe5irue,OTHER,131,15,2.8,10
did:plc:hkfa3wtx4molfm2sw7pl25hh,OTHER,131,185,3.219047619047619,105
did:plc:pqh4bj6xdu3lneboujxiklbh,OTHER,131,97,2.838235294117647,68
did:plc:xmg5xfcqjvcotfjdgcy7jzv2,OTHER,131,10,3.4,5
did:plc:wlflcgbborsqdzshtnt3yrvt,OTHER,131,236,1.8430232558139532,344
did:plc:voklrta54gxw6q7qtd3hal2q,OTHER,131,118,3.315068493150685,73
did:plc:heq6c25xlxy2aavd5awhjhr2,OTHER,131,651,7.915094339622642,106
did:plc:4izz4s4akgzvfykbs652d6xv,OTHER,131,58,1.9240506329113924,79
did:plc:3i6wzysdazalf3qelihf5snw,OTHER,131,404,4.6490066225165565,151
did:plc:xpj3eckrv2q6bsvue7kmv6yl,OTHER,131,305,2.6007194244604315,278
did:plc:7q5phszvlelum4tsghhkqyxi,OTHER,131,75,1.962962962962963,135
did:plc:4zovzpnxwocyiw7veqfxd5yu,OTHER,131,17,2.533333333333333,15
did:plc:u5ykrl4oiw6lojvn2oht6643,OTHER,131,143,2.9069767441860463,86
did:plc:wu6z5qs3zevxgtu2z2jj42wb,OTHER,131,298,9.526315789473683,38
did:plc:iv3xgbblmp6jczslikiqj6vr,OTHER,131,600,3.5601374570446733,291
did:plc:vkmtmk22g7m4jtmmdgmxipee,OTHER,131,65,1.8888888888888888,126
did:plc:54qd3w3eeydtncjuoo4zkzil,OTHER,131,123,3.2063492063492065,63
did:plc:2h7342o37ewxbih4tvkqzlsa,OTHER,131,24,2.1538461538461537,39
did:plc:uxyxhrzsmjfcdodnxlyx5unz,OTHER,131,72,4.8,20
did:plc:3yf3yocraa3t7wozjk5wawvk,OTHER,131,49,1.8695652173913044,92
did:plc:beh5zg4le7mubeqiolfagg5g,OTHER,131,385,3.342391304347826,184
did:plc:ujg7q7jw56kplh6qw7x37ser,OTHER,131,149,3.8813559322033897,59
did:plc:mkqdcj6pt4x5o2gqluwwmdth,OTHER,131,215,3.085271317829457,129
did:plc:72ws55uyowwscleehmtaaigp,OTHER,131,58,2.2698412698412698,63
did:plc:etx5tlepfdrgjuw6l5htzdve,OTHER,131,56,2.6666666666666665,36
did:plc:xuvv34m25ewacgge2bgimaik,OTHER,131,678,3.406940063091483,317
did:plc:jlql3uy4ewhjbkoy4mtlbc4r,OTHER,131,1076,3.869976359338061,423
did:plc:zj6r3gvlofl5jclelt54xbot,OTHER,131,141,6.689655172413793,29
did:plc:vw72cuvl2mbhwvpaqhsxcofz,OTHER,131,10,1.0089820359281436,1670
did:plc:4xd55ligd6fiaj72xo3xnehx,OTHER,131,278,2.612745098039216,204
did:plc:4fzocarxxj7etwrd5liede76,OTHER,131,363,3.306878306878307,189
did:plc:dy2dcfy4efpweo6agjmskb23,OTHER,131,71,3.1621621621621623,37
did:plc:m744a7kqkf4k7qvbus4bi5e4,OTHER,131,102,1.1183274021352314,1124
did:plc:adq546ydftdhkea4mnfiyjez,OTHER,131,31,2.8,20
did:plc:oa3k6s5w76bxkqbqea3vwvg6,OTHER,131,28,3.333333333333333,12
did:plc:6fytgcfbqo4cv6z4au422xug,OTHER,130,1,1.5,2
did:plc:y3jobgcogw3nzae6a4fhfo4s,OTHER,130,7683,13.563768115942027,690
did:plc:gj53ttlnv2ewdivgibtoicr2,OTHER,130,74,13.285714285714286,7
did:plc:la4oxy3lfc5oqf5iq5o3uvn4,OTHER,130,122,2.3524590163934427,122
did:plc:j2tlahtvsjkzwgs4naxvviwg,OTHER,130,15,2.111111111111111,18
did:plc:soifbmquo4w5jnsfudz7rfzl,OTHER,130,610,2.229268292682927,615
did:plc:cy42kcohhz4yzlbstqnrgf5z,OTHER,130,63,2.511111111111111,45
did:plc:wgk2z7chi36jhlkpauhtz7bz,OTHER,130,172,3.768292682926829,82
did:plc:dvu4atmntxytxtxkwcprpb7f,OTHER,130,66,2.9130434782608696,46
did:plc:mhrt4ycekst25ip3j42rs2jc,OTHER,130,221,2.2977777777777777,225
did:plc:zrp6lopu54ommv5jjz56u7cx,OTHER,130,108,2.19,100
did:plc:n7j7a7pdcgupzwczfvq2iukr,OTHER,130,16,1.8,20
did:plc:a5ehuxoelepsatrz2gmp372b,OTHER,130,13,1.411764705882353,34
did:plc:7g7px65pnycgydj3pf2dxd3c,OTHER,130,273,1.8936708860759492,395
did:plc:tcx5ouaqtm5svqlnf3unirlu,OTHER,130,1569,13.309352517985612,139
did:plc:g22x4kceghtpg2e4t6icl7za,OTHER,130,62,2.66,50
did:plc:hddvzqebob752fi23yuc6mq2,OTHER,130,951,2.236125126135217,991
did:plc:ecezjl6hi45pvalt4q5nxkbd,OTHER,130,396,2.38268156424581,358
did:plc:nkblgok3fyyltljnsoo5lxhc,OTHER,130,149,5.0,41
did:plc:dljc5p7o5eo4mntzzh6k7whr,OTHER,130,12,2.071428571428572,14
did:plc:6o5h7dph4fowbesizenzfqge,OTHER,130,164,1.5410526315789477,475
did:plc:hedmjzbkkfgu4752lhliowtr,OTHER,130,76,3.6,40
did:plc:b5y24uh5zyzlv56agryc7hp2,OTHER,130,292,2.8895705521472395,163
did:plc:lw6iba3c3htij43fe7ljq2ru,OTHER,130,149,2.7916666666666665,96
did:plc:oudfpsiv26qfnaioyokj237z,OTHER,130,551,7.564356435643564,101
did:plc:6xkvcjhxbcye2eswojkoiayg,OTHER,130,294,2.6966824644549763,211
did:plc:wy3wggkj5bdlgc7e4jbh7jpm,OTHER,130,64,2.453125,64
did:plc:62u46ux3zozx4xkqzoxrrhsx,OTHER,130,559,2.4505263157894737,475
did:plc:ypkmtx6frk2dktm6y57c7od4,OTHER,130,363,3.1312217194570136,221
did:plc:luar4boedhsxpug6unyjlt3j,OTHER,130,8,1.5555555555555556,18
did:plc:qlvjdvfrco2adzdd3xf3yhxw,OTHER,130,73,2.92156862745098,51
did:plc:qk62ogtcit6ajd5vpmgd6gxb,OTHER,130,789,4.332307692307692,325
did:plc:5r2nbb3byec6dhqvl3s3uxti,OTHER,130,113,4.2,45
did:plc:jmjghkx4ybfotypv2i46lbgj,OTHER,130,1057,2.29493545183714,1007
did:plc:jpwylpquztlbyu5p65zyv6fp,OTHER,130,301,1.153541749109616,2527
did:plc:5x4mktj2ai5zmdhypn4mud6g,OTHER,130,176,3.051282051282051,117
did:plc:qugu3u6vad7bxmxmtweu2pzl,OTHER,130,691,3.2395061728395063,405
did:plc:6sm7kiadhj7ann7ucvqndouw,OTHER,130,150,3.5538461538461537,65
did:plc:lkgskiyhc4ghngm4uxa5w2hq,OTHER,130,48,2.333333333333333,42
did:plc:vsetyoz66ygit6ujvf4cv2z7,OTHER,130,106,1.4335664335664335,286
did:plc:mkzslegxsvk47ahuxfsxuikx,OTHER,130,86,2.507042253521127,71
did:plc:ssm4bp74aryvftdrtcjpvsif,OTHER,130,41,2.7222222222222223,36
did:plc:he3yedoduxwsr5vqnambuhwg,OTHER,130,293,2.694690265486725,226
did:plc:iqsyvxdc225rysjcwsewyolj,OTHER,130,45,1.96078431372549,51
did:plc:sllhmkomybxjqqpptj427tbo,OTHER,130,803,3.659025787965616,349
did:plc:klqw5kmi6m4zyy3xyqgwwj6o,OTHER,129,5,2.0,6
did:plc:ede4noiisnbvbx66ncy4vkr3,OTHER,129,48,2.525,40
did:plc:z3fnt7kuixjkx7fk67lf4nfq,OTHER,129,197,2.248803827751196,209
did:plc:6iibr3pcli7seyj36w7lkucx,OTHER,129,743,5.481081081081081,185
did:plc:n5t46y2ncmtkdhr5kdacjblf,OTHER,129,265,4.82051282051282,78
did:plc:f72n34wbl76rsmvif37bf4uv,OTHER,129,52,2.75,32
did:plc:dr6u7kk2bmzyrjo6a5mezdzr,OTHER,129,260,3.0448717948717947,156
did:plc:if3rb3gddblh4c5lcwow4vqk,OTHER,129,1001,6.386473429951691,207
did:plc:bxodq75mkamt7bcz34fhutpk,OTHER,129,107,2.7971014492753623,69
did:plc:7kgzzsvsec3wzc7m7f7hiw2x,OTHER,129,83,2.7288135593220337,59
did:plc:4zdudclslm4qwe3yxawrnfdp,OTHER,129,733,2.8,470
did:plc:kkgepagyddmnokx6z6lmh5eg,OTHER,129,991,11.52216748768473,203
did:plc:tmvhtvg4ijuucmnmxq3qozji,OTHER,129,79,2.4625,80
did:plc:lgshe6xl5w27mbpruiq4jqk5,OTHER,129,41,1.746031746031746,63
did:plc:srcklx3h2fxexxas5wjhlpkp,OTHER,129,335,3.067357512953368,193
did:plc:7cw5ttfgvnnruqsgn7dnotf6,OTHER,129,14,1.5952380952380951,42
did:plc:sxh6lklini4k3ullf55wxtsg,OTHER,129,213,9.294117647058824,34
did:plc:g3vw7igob7yyc6htfknflitd,OTHER,129,98,1.121025641025641,975
did:plc:xmr4atfw2vrw6z2yz5wdru7e,OTHER,129,54,2.305084745762712,59
did:plc:nygoqss2v2kq234ei7patxl7,OTHER,129,169,2.185792349726776,183
did:plc:nuptibqqrwyzqbo6woynkprt,OTHER,129,42,1.6935483870967742,62
did:plc:v7yajzyf67vzxw2you4fahmf,OTHER,129,330,3.3767123287671232,146
did:plc:jn5v76gdpgrfbwmzvt54liy6,OTHER,129,1005,4.884735202492212,321
did:plc:zhgxqotxd2d3k2adon44l5vp,OTHER,129,309,2.8008849557522124,226
did:plc:m6uvs3nhivw437p4jwq5lpfy,OTHER,129,1132,4.789317507418398,337
did:plc:am77kvwwqaei5ovzy6khtxrc,OTHER,129,796,2.707105719237435,577
did:plc:fj2aib4urmx3fszhjvunzhff,OTHER,129,81,3.2439024390243905,41
did:plc:qggxtwhtfecp3tj4vb6x3yyu,OTHER,129,528,2.9585987261146496,314
did:plc:jlgokdhsnkwujeonojf4na5s,OTHER,129,290,2.4280821917808217,292
did:plc:kulpba4liln2p4jeyfayeoyg,OTHER,129,343,4.595959595959596,99
did:plc:5bb2f7sopqngocpxgoks6lbi,OTHER,129,142,2.6875,96
did:plc:22lskm3yq2efjhkanfdo346h,OTHER,129,58,1.0275618374558304,2830
did:plc:diywbpifhqlxnx6ndqk5pqzk,OTHER,129,1809,1.655578451574919,3397
did:plc:cztgcxli7b2lbq7m66iz2x22,OTHER,129,990,8.772058823529411,136
did:plc:5lxq4obuy7xu4lrtf5tijalf,OTHER,129,8,1.0130662020905925,1148
did:plc:tpze7u3ugoj6omnduiu4f2so,OTHER,129,240,19.642857142857142,14
did:plc:gfetuuiqv2f3vrr7j2fxvpfq,OTHER,129,53,1.408450704225352,142
did:plc:ahbazh4nzgz6ms7gjn2fef5i,OTHER,129,131,3.0632911392405062,79
did:plc:wemamoje4jbocgm7p3tmvhgd,OTHER,129,268,2.988095238095238,168
did:plc:mrofktnuh67omuaaglwllroi,OTHER,129,998,3.072463768115942,552
did:plc:ohblmrrr4vposmnzipm4ajh6,OTHER,129,74,6.466666666666667,15
did:plc:w4xhwbnrot7lo57daepmkhfo,OTHER,129,619,8.45054945054945,91
did:plc:sqobondod6scotkbwlkvev7x,OTHER,129,23,4.0,8
did:plc:a3rzhe54z3jeay5gn6tlpcok,OTHER,129,1436,4.470389170896785,591
did:plc:kdzexmiddvk4vrkcydjpdxbb,OTHER,129,115,2.734042553191489,94
did:plc:bdewguhxlhixgglxibn3wyvs,OTHER,129,35,2.5185185185185186,27
did:plc:eztmeq2jouiqi3ju5eyhw6jb,OTHER,129,6,1.4444444444444444,18
did:plc:fwf3qcv3waqalsqcz5izw3pa,OTHER,129,237,8.575757575757576,33
did:plc:pzsmop6jjqwcotuthq7rwo5a,OTHER,129,52,3.0,32
did:plc:jxye4mvwgj6z7oikqksak4sf,OTHER,129,409,3.452513966480447,179
did:plc:qsreizcor2bwtskma7qvp25w,OTHER,129,38,2.2777777777777777,36
did:plc:bhntlid3x4icvjqimikxqa52,OTHER,129,62,2.3968253968253967,63
did:plc:qhzk26s7xa4jo4uh5l2bc6s4,OTHER,129,265,2.718390804597701,174
did:plc:n3pirrmjhv3qbjgliszbm7zc,OTHER,129,320,7.886792452830188,53
did:plc:7h2bc6juoknvx4gnh3mnbddc,OTHER,129,1444,3.620253164556962,632
did:plc:zsdwsr4msqmcxilgsi3kdvyd,OTHER,129,30,2.619047619047619,21
did:plc:332v7of4i46my2zmwdamsagn,OTHER,129,29,2.1666666666666665,30
did:plc:e6ozhypvhlrifj2my5xtyon2,OTHER,129,740,2.9891891891891893,555
did:plc:ixqrgidiihu2a77sehweqcic,OTHER,128,426,2.6259259259259258,270
did:plc:vntwqs435wot3w7srsidkyja,OTHER,128,609,4.363636363636363,209
did:plc:upvjqjesov4l4tf7m7r2dymp,OTHER,128,223,3.547169811320755,106
did:plc:gawbmd4hsp4fkfkrl4mby4ic,OTHER,128,137,3.672413793103448,58
did:plc:s6spoipyhna6s5inrhkxnpgm,OTHER,128,215,5.7,50
did:plc:6hot3zdcmdonl2ze62yonmb7,OTHER,128,609,3.4931034482758623,290
did:plc:gyta6iicqz5baelkqnnnjam3,OTHER,128,758,5.726775956284153,183
did:plc:b5otb5znfbzqp5kz5shjynl6,OTHER,128,65,3.71875,32
did:plc:2t3nsfh6wzykoynxg4zsdw23,OTHER,128,68,2.8085106382978724,47
did:plc:pghwugmy6aifn6gphshupaey,OTHER,128,118,3.129032258064516,62
did:plc:mibfltcundfmzjtrbmmi7tw3,OTHER,128,112,1.7696629213483146,178
did:plc:tlywnuexaxdza2buhmov4xyj,OTHER,128,1506,8.31132075471698,212
did:plc:rqbocawzz7khq4kcrljdrry5,OTHER,128,1,1.6666666666666667,3
did:plc:ogqotxib7apo5yzvysb7foqy,OTHER,128,145,4.82051282051282,39
did:plc:6lkjwav33ie4fka42myzggs5,OTHER,128,258,2.619718309859155,213
did:plc:25tok3ygftyvlafb26dwq7ud,OTHER,128,1291,4.024640657084189,487
did:plc:syi7y3jry2j34cdhhrckewo6,OTHER,128,435,3.5356037151702786,323
did:plc:yp6wr2lefnqcar5qcayazglj,OTHER,128,355,3.505747126436781,174
did:plc:f3vy6auyirbgb62xp7t252bn,OTHER,128,26,1.9375,32
did:plc:dawd2kayzoabugigysqhbuc5,OTHER,128,21,1.7346938775510203,49
did:plc:sfedb7msetwrlayky4epxurn,OTHER,128,75,23.0,4
did:plc:wrndkj55jtbchbdnnawexrrd,OTHER,128,662,6.755395683453237,139
did:plc:nabt5kjrdapteb2stpjumkib,OTHER,128,29,1.7,80
did:plc:becjmycbq3u2efbd2m24rwnq,OTHER,128,1406,5.607843137254902,357
did:plc:z5n73tnt73m7ugn7iob4lni2,OTHER,128,651,3.483516483516484,273
did:plc:43on7bkcifv65vb3tz2iks36,OTHER,128,140,2.725663716814159,113
did:plc:k72nqwtehqzcd72kxhkhldxm,OTHER,128,24,1.9230769230769231,39
did:plc:rrpgmjkb2ndom5kk22mpehvh,OTHER,128,60,1.6320754716981132,106
did:plc:7bxx46ehxwo3qsqbtbpoeqsl,OTHER,128,16,2.5,16
did:plc:lqgvaux75tkl5357zq6pnamr,OTHER,128,1121,2.6220633299284986,979
did:plc:ctoqbokqkvzrja2a5fukx3xs,OTHER,128,187,3.5568181818181817,88
did:plc:55ckfezvgpovyxjbvcrjoxrg,OTHER,128,290,1.9477124183006536,612
did:plc:wj4mvoeilm4z3lftd7u27jeo,OTHER,128,9,1.75,16
did:plc:4umkvomz6m2ecmlisgvmzirw,OTHER,128,186,3.023809523809524,126
did:plc:xyzfdbjvxes5xzvyhv6v3rba,OTHER,128,675,2.111402359108781,763
did:plc:3wbtes6mxf3rzpsiatdli2um,OTHER,128,60,2.489795918367347,49
did:plc:h5maykrmsb3yz4y5qcdlulvk,OTHER,128,147,1.0625465376023828,2686
